query	url	companies
"株式会社"　USBメモリ	https://www.gametech.co.jp/products/catalog/2018/2018_1.html	['株式会社ゲームテック', '株式会社ソニー・コンピュータエンタテインメント']
"株式会社"　USBメモリ	https://www.7sgood.com/trends/USB%E3%83%A1%E3%83%A2%E3%83%AA	['株式会社HHO']
"株式会社"　USBメモリ	https://www.boxsquare.jp/blog/risks-usb-flash-memory	['株式会社Box']
"株式会社"　USBメモリ	https://www.m-commercekk.jp/	['エムコマース株式会社']
"株式会社"　USBメモリ	https://www.daj.jp/webtopics/1059/	['デジタルアーツ株式会社']
"株式会社"　USBメモリ	https://www.ask-corp.jp/products/apricorn/portable-hdd/aegis-secure-key-3.html	['株式会社アスク']
"株式会社"　USBメモリ	https://www.amazon.co.jp/stores/page/B037A83A-F068-4F92-AF26-272220B38D48	['株式会社磁気研究所']
"株式会社"　USBメモリ	https://www.hagisol.co.jp/products/offline/sec_usb.html	['NTTコミュニケーションズ株式会社', 'ハギワラソリューションズ株式会社']
"株式会社"　USBメモリ	https://www.kyowainet.co.jp/shop/products/detail/556	['株式会社協和産業']
"株式会社"　USBメモリ	https://www.elecom.co.jp/category/cat_data-media-usb-flash/	['エレコム株式会社']
"株式会社"　USBメモリ	https://www.tokyo-gas.co.jp/important/20150309-01.html	['東京ガス株式会社']
"株式会社"　USBメモリ	https://www.mag-labo.com/?p=2108	['株式会社磁気研究所']
"株式会社"　USBメモリ	https://www.adtec.co.jp/product/usbflashmemory/usb2-ad-ustw/	['株式会社アドテック']
"株式会社"　USBメモリ	https://www.skyseaclientview.net/ver19/usb/	['ITGマーケティング株式会社', 'エレコム株式会社', 'ハギワラソリューションズ株式会社', '株式会社バッファロー', 'イーディーコントライブ株式会社', 'Ｓｋｙ株式会社', '株式会社グリーンハウス']
"株式会社"　USBメモリ	https://www.trendmicro.com/ja_jp/business/products/user-protection/sps/endpoint/usb-security.html	['エレコム株式会社', '株式会社バッファロー', 'イーディーコントライブ株式会社', '株式会社JMC', '株式会社グリーンハウス']
"株式会社"　USBメモリ	https://www.itaccess.co.jp/service/adv/media-less-storage/	['アイティアクセス株式会社']
"株式会社"　USBメモリ	http://www.tamadenco.co.jp/products/itemDetail.php?item_no=1128	['多摩電子工業株式会社']
"株式会社"　USBメモリ	https://www.uni-com.com/infrastructure/security/cem/	['株式会社ポトスセミコンダクター', 'ユニバーサルコンピューター株式会社']
"株式会社"　USBメモリ	https://tanp.jp/products/view/27932	['株式会社MIYABI']
"株式会社"　USBメモリ	https://www.osaki.co.jp/ja/product/search/category/category03/03tech_5.html	['株式会社磁気研究所', '大崎テクノサービス株式会社', '株式会社バッファロー', '大崎プラテック株式会社', '株式会社ラ・クラシン', '大崎データテック株式会社', '岩手大崎電気株式会社', '大崎電気工業株式会社', '電気システムズ株式会社', '大崎エステート株式会社', 'トランセンドジャパン株式会社', '株式会社エネゲート', '株式会社東芝', 'サンディスク株式会社']
"株式会社"　USBメモリ	https://shop.mjs.co.jp/shop/g/g514667/	['株式会社ミロク情報サービス']
"株式会社"　USBメモリ	https://www.amazon.co.jp/ARCANITE-%E3%80%90%E3%82%AE%E3%83%83%E3%82%B7%E3%83%A5%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%97%A5%E6%9C%AC%E7%B7%8F%E4%BB%A3%E7%90%86%E5%BA%97%E3%80%91Type-C-%E6%9C%80%E5%A4%A7%E8%AA%AD%E5%87%BA%E9%80%9F%E5%BA%A6100MB-Type-A%E3%83%87%E3%83%A5%E3%82%A2%E3%83%AB%E3%82%B3%E3%83%8D%E3%82%AF%E3%82%BF-GJPDHP-OTG128/dp/B0CJXQKS79	['株式会社日本総代理店', 'ギッシュジャパン株式会社']
"株式会社"　USBメモリ	https://www.mamoru-kun.com/tips/is-usb-disposal-safety/	['株式会社日本パープル', '株式会社Candee']
"株式会社"　USBメモリ	https://www.mag-labo.com/?p=2147	['株式会社磁気研究所']
"株式会社"　USBメモリ	https://www.humancentrix.com/glossary/usb-memory	['株式会社ヒューマンセントリックス']
"株式会社"　USBメモリ	https://soho-jp.com/procat/usb/	['株式会社創朋']
"株式会社"　USBメモリ	https://www.skyseaclientview.net/column/device/usb01/01.html	['Ｓｋｙ株式会社']
"株式会社"　USBメモリ	https://www.intelligent.co.jp/	['クオリティソフト株式会社', '株式会社大塚商会', 'システムインテリジェント株式会社']
"株式会社"　USBメモリ	http://www.tdsinc.co.jp/15/	['株式会社東北データーサービス']
"株式会社"　USBメモリ	https://soho-jp.com/products/ubc-900/	['株式会社創朋']
"株式会社"　USBメモリ	https://www.amazon.co.jp/%E3%80%90%E3%82%AE%E3%83%83%E3%82%B7%E3%83%A5%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%97%A5%E6%9C%AC%E7%B7%8F%E4%BB%A3%E7%90%86%E5%BA%97%E3%80%91Type-C-USB%E3%83%A1%E3%83%A2%E3%83%AA-%E6%9C%80%E5%A4%A7%E8%AA%AD%E5%87%BA%E9%80%9F%E5%BA%A6100MB-Type-A%E3%83%87%E3%83%A5%E3%82%A2%E3%83%AB%E3%82%B3%E3%83%8D%E3%82%AF%E3%82%BF-GJPDHP-OTG128/dp/B0CJXQKS79	['株式会社日本総代理店', 'ギッシュジャパン株式会社']
"株式会社"　USBメモリ	https://www.alaxala.com/jp/products/usb/index.html	['アラクサラネットワークス株式会社']
"株式会社"　USBメモリ	https://www.kgs-jpn.co.jp/archives/app/bmsmart-others-usbmemory	['ケージーエス株式会社']
"株式会社"　USBメモリ	https://hk-anniversary.com/item/category/usb%E3%83%A1%E3%83%A2%E3%83%AA/	['北斗徽章株式会社']
"株式会社"　USBメモリ	https://www.city.amagasaki.hyogo.jp/kurashi/seikatusien/1027475/1030947.html	['アドビ株式会社']
"株式会社"　USBメモリ	https://archisite.co.jp/products/archiss/usb/	['株式会社アーキサイト']
"株式会社"　USBメモリ	https://www.ooda-security.com/human-error/loss.html	['株式会社アルファネット', '株式会社アルファネット所属', 'Zenken株式会社']
"株式会社"　USBメモリ	https://www.green-house.co.jp/pc/usbmemory/	['フロンティア株式会社']
"株式会社"　USBメモリ	https://archisite.co.jp/products/supertalent/usb/	['株式会社アーキサイト']
"株式会社"　USBメモリ	https://www.ed-contrive.co.jp/	['イーディーコントライブ株式会社']
"株式会社"　USBメモリ	https://www.octon.co.jp/view/item/000000002993?category_page_id=cat_gift	['株式会社オクトン']
"株式会社"　USBメモリ	https://www.century.co.jp/products/csul64g.html	['株式会社センチュリー']
"株式会社"　USBメモリ	https://www.ipros.jp/cg2/USB%E3%83%A1%E3%83%A2%E3%83%AA/	['ハギワラソリューションズ株式会社', 'イーディーコントライブ株式会社', 'スイスビットジャパン株式会社', '株式会社アドテック', 'エムコマース株式会社']
"株式会社"　USBメモリ	https://www.hitachi-solutions.co.jp/company/press/news/2011/0615.html	['株式会社日立ソリューションズ']
"株式会社"　USBメモリ	https://www.adtec.co.jp/product/usbflashmemory/usb2-ad-ukt/	['株式会社アドテック']
"株式会社"　USBメモリ	https://www.edikun.co.jp/original/memory/naire.htm	['日本エルゴノミクス株式会社']
"株式会社"　USBメモリ	https://www.links.co.jp/item_cat/usb/	['株式会社リンクスインターナショナル']
"株式会社"　USBメモリ	https://www.l-and-f.co.jp/product/LF62.html	['株式会社エル・アンド・エフ']
"株式会社"　USBメモリ	https://www.buffalo.jp/product/detail/ruf3-hsl4g.html	['クオリティソフト株式会社', 'Sky株式会社', '株式会社ディー・オー・エス', 'エムオーテックス株式会社', '株式会社ZenmuTech', '株式会社シマンテック', '株式会社南日本情報処理センター', '株式会社石川コンピュータ・センター', '株式会社ハンモック']
"株式会社"　USBメモリ	https://deviceshutter.com/ds/secusb/index	['株式会社バッファロー', 'イーディーコントライブ株式会社', 'エレコム株式会社']
"株式会社"　USBメモリ	https://www.qes.co.jp/product/traventy3.html	['株式会社QES', 'イーディーコントライブ株式会社', '株式会社QUICK']
"株式会社"　USBメモリ	https://hytec.co.jp/products/accessory/tenkey-lock-usb.html	['ハイテクインター株式会社']
"株式会社"　USBメモリ	https://www.dit.co.jp/lp/device-incident/	['株式会社ディアイティ']
"株式会社"　USBメモリ	https://idea-fact.ocnk.net/product/80	['株式会社イデアファクトリー']
"株式会社"　USBメモリ	https://www.sanwa.co.jp/seihin_joho/ipados-usb-reader/index.html	['サンワサプライ株式会社']
"株式会社"　USBメモリ	https://www.sanwa.co.jp/product/peripheral/usbfladisk/index.html	['サンワサプライ株式会社']
"株式会社"　USBメモリ	https://asueito.com/2022/02/21/usb-connection-history/	['アスエイト・アドバイザリー株式会社']
